clean_file,transcript,noisy_file
data/clean/FTMG0_SI2162.WAV.wav,his voice seemed thick and purposeless,data/noisy/FTMG0_SI2162.WAV.wav
data/clean/FTMG0_SX182.WAV.wav,thick glue oozed out of the tube,data/noisy/FTMG0_SX182.WAV.wav
data/clean/FTMG0_SI902.WAV.wav,the source is known so there is no necessity to remove insecticide residues,data/noisy/FTMG0_SI902.WAV.wav
data/clean/FTMG0_SX92.WAV.wav,a large household needs lots of appliances,data/noisy/FTMG0_SX92.WAV.wav
data/clean/FTMG0_SA1.WAV.wav,she had your dark suit in greasy wash water all year,data/noisy/FTMG0_SA1.WAV.wav
data/clean/FTMG0_SA2.WAV.wav,don't ask me to carry an oily rag like that,data/noisy/FTMG0_SA2.WAV.wav
data/clean/FTMG0_SI1532.WAV.wav,either better nor worse,data/noisy/FTMG0_SI1532.WAV.wav
data/clean/FTMG0_SX452.WAV.wav,in developing film many toxic chemicals are used,data/noisy/FTMG0_SX452.WAV.wav
data/clean/FSRH0_SX311.WAV.wav,my desires are simple give me one informative paragraph on the subject,data/noisy/FSRH0_SX311.WAV.wav
data/clean/FSRH0_SX131.WAV.wav,we plan to build a new beverage plant,data/noisy/FSRH0_SX131.WAV.wav
data/clean/FSRH0_SX41.WAV.wav,etiquette mandates compliance with existing regulations,data/noisy/FSRH0_SX41.WAV.wav
data/clean/FSRH0_SX401.WAV.wav,the taxicab broke down and caused a traffic jam,data/noisy/FSRH0_SX401.WAV.wav
data/clean/FSRH0_SA1.WAV.wav,she had your dark suit in greasy wash water all year,data/noisy/FSRH0_SA1.WAV.wav
data/clean/FSRH0_SI1719.WAV.wav,we've done our part,data/noisy/FSRH0_SI1719.WAV.wav
data/clean/FSRH0_SI671.WAV.wav,a helpful leaflet may be enclosed in the letter,data/noisy/FSRH0_SI671.WAV.wav
data/clean/FSRH0_SX221.WAV.wav,cory attacked the project with extra determination,data/noisy/FSRH0_SX221.WAV.wav
data/clean/FSRH0_SA2.WAV.wav,don't ask me to carry an oily rag like that,data/noisy/FSRH0_SA2.WAV.wav
data/clean/FSRH0_SI1931.WAV.wav,no more could he defend himself against them,data/noisy/FSRH0_SI1931.WAV.wav
data/clean/MJMD0_SX308.WAV.wav,shipbuilding is a most fascinating process,data/noisy/MJMD0_SX308.WAV.wav
data/clean/MJMD0_SI1658.WAV.wav,where were they now,data/noisy/MJMD0_SI1658.WAV.wav
data/clean/MJMD0_SX38.WAV.wav,young people participate in athletic activities,data/noisy/MJMD0_SX38.WAV.wav
data/clean/MJMD0_SI2288.WAV.wav,another brand of indefinite reference arises out of the use of the double verb,data/noisy/MJMD0_SI2288.WAV.wav
data/clean/MJMD0_SX128.WAV.wav,lots of foreign movies have subtitles,data/noisy/MJMD0_SX128.WAV.wav
data/clean/MJMD0_SX218.WAV.wav,try to recall the events in chronological order,data/noisy/MJMD0_SX218.WAV.wav
data/clean/MJMD0_SI1028.WAV.wav,but now she sank lower to the rock,data/noisy/MJMD0_SI1028.WAV.wav
data/clean/MJMD0_SX398.WAV.wav,children can consume many fruit candies in one sitting,data/noisy/MJMD0_SX398.WAV.wav
data/clean/MJMD0_SA1.WAV.wav,she had your dark suit in greasy wash water all year,data/noisy/MJMD0_SA1.WAV.wav
data/clean/MJMD0_SA2.WAV.wav,don't ask me to carry an oily rag like that,data/noisy/MJMD0_SA2.WAV.wav
data/clean/MDLB0_SI676.WAV.wav,theocracy reconsidered,data/noisy/MDLB0_SI676.WAV.wav
data/clean/MDLB0_SI1936.WAV.wav,we'll ride out as soon as we've had chuck,data/noisy/MDLB0_SI1936.WAV.wav
data/clean/MDLB0_SX226.WAV.wav,steph could barely handle the psychological trauma,data/noisy/MDLB0_SX226.WAV.wav
data/clean/MDLB0_SX316.WAV.wav,that dog chases cats mercilessly,data/noisy/MDLB0_SX316.WAV.wav
data/clean/MDLB0_SI1306.WAV.wav,this viscosity of the material in the drops is of course not negligible,data/noisy/MDLB0_SI1306.WAV.wav
data/clean/MDLB0_SX136.WAV.wav,scientific progress comes from the development of new techniques,data/noisy/MDLB0_SX136.WAV.wav
data/clean/MDLB0_SA1.WAV.wav,she had your dark suit in greasy wash water all year,data/noisy/MDLB0_SA1.WAV.wav
data/clean/MDLB0_SX46.WAV.wav,that pickpocket was caught redhanded,data/noisy/MDLB0_SX46.WAV.wav
data/clean/MDLB0_SA2.WAV.wav,don't ask me to carry an oily rag like that,data/noisy/MDLB0_SA2.WAV.wav
data/clean/MDLB0_SX406.WAV.wav,there was a gigantic wasp next to irving's big top hat,data/noisy/MDLB0_SX406.WAV.wav
data/clean/MWSB0_SI996.WAV.wav,she served for a number of years without pay beyond her travel and maintenance,data/noisy/MWSB0_SI996.WAV.wav
data/clean/MWSB0_SX6.WAV.wav,bright sunshine shimmers on the ocean,data/noisy/MWSB0_SX6.WAV.wav
data/clean/MWSB0_SX186.WAV.wav,would a tomboy often play outdoors,data/noisy/MWSB0_SX186.WAV.wav
data/clean/MWSB0_SX276.WAV.wav,john's brother repainted the garage door,data/noisy/MWSB0_SX276.WAV.wav
data/clean/MWSB0_SA1.WAV.wav,she had your dark suit in greasy wash water all year,data/noisy/MWSB0_SA1.WAV.wav
data/clean/MWSB0_SX96.WAV.wav,masquerade parties tax one's imagination,data/noisy/MWSB0_SX96.WAV.wav
data/clean/MWSB0_SI2256.WAV.wav,suppose he ran up the white flag altogether,data/noisy/MWSB0_SI2256.WAV.wav
data/clean/MWSB0_SA2.WAV.wav,don't ask me to carry an oily rag like that,data/noisy/MWSB0_SA2.WAV.wav
data/clean/MWSB0_SX366.WAV.wav,will you please confirm government policy regarding waste removal,data/noisy/MWSB0_SX366.WAV.wav
data/clean/MWSB0_SI1626.WAV.wav,did he ever visit here when he was a kid,data/noisy/MWSB0_SI1626.WAV.wav
data/clean/MRAB0_SX234.WAV.wav,the paper boy bought two apples and three ices,data/noisy/MRAB0_SX234.WAV.wav
data/clean/MRAB0_SI1854.WAV.wav,he remembered the last time he had eaten  actual eggs from an actual pan,data/noisy/MRAB0_SI1854.WAV.wav
data/clean/MRAB0_SI594.WAV.wav,the trial balloons are afloat,data/noisy/MRAB0_SI594.WAV.wav
data/clean/MRAB0_SI1224.WAV.wav,this is nevertheless a minority view,data/noisy/MRAB0_SI1224.WAV.wav
data/clean/MRAB0_SX324.WAV.wav,the local drugstore was charged with illegally dispensing tranquilizers,data/noisy/MRAB0_SX324.WAV.wav
data/clean/MRAB0_SX414.WAV.wav,irish youngsters eat fresh kippers for breakfast,data/noisy/MRAB0_SX414.WAV.wav
data/clean/MRAB0_SX54.WAV.wav,the eastern coast is a place for pure pleasure and excitement,data/noisy/MRAB0_SX54.WAV.wav
data/clean/MRAB0_SA1.WAV.wav,she had your dark suit in greasy wash water all year,data/noisy/MRAB0_SA1.WAV.wav
data/clean/MRAB0_SX144.WAV.wav,the willowy woman wore a muskrat coat,data/noisy/MRAB0_SX144.WAV.wav
data/clean/MRAB0_SA2.WAV.wav,don't ask me to carry an oily rag like that,data/noisy/MRAB0_SA2.WAV.wav
data/clean/MZMB0_SX446.WAV.wav,thomas thinks a larger clamp solves the problem,data/noisy/MZMB0_SX446.WAV.wav
data/clean/MZMB0_SI536.WAV.wav,so we note approvingly a fresh sample of unanimity,data/noisy/MZMB0_SI536.WAV.wav
data/clean/MZMB0_SI1166.WAV.wav,in the course of its inquiry it took testimony from only seven witnesses,data/noisy/MZMB0_SI1166.WAV.wav
data/clean/MZMB0_SX356.WAV.wav,diane may splurge and buy a turquoise necklace,data/noisy/MZMB0_SX356.WAV.wav
data/clean/MZMB0_SX176.WAV.wav,buying a thoroughbred horse requires intuition and expertise,data/noisy/MZMB0_SX176.WAV.wav
data/clean/MZMB0_SX266.WAV.wav,withdraw only as much money as you need,data/noisy/MZMB0_SX266.WAV.wav
data/clean/MZMB0_SI1796.WAV.wav,his eyes burned feverishly,data/noisy/MZMB0_SI1796.WAV.wav
data/clean/MZMB0_SA1.WAV.wav,she had your dark suit in greasy wash water all year,data/noisy/MZMB0_SA1.WAV.wav
data/clean/MZMB0_SX86.WAV.wav,hispanic costumes are quite colorful,data/noisy/MZMB0_SX86.WAV.wav
data/clean/MZMB0_SA2.WAV.wav,don't ask me to carry an oily rag like that,data/noisy/MZMB0_SA2.WAV.wav
data/clean/MTDB0_SX141.WAV.wav,pledge to participate in nevada's aquatic competition,data/noisy/MTDB0_SX141.WAV.wav
data/clean/MTDB0_SX51.WAV.wav,ambidextrous pickpockets accomplish more,data/noisy/MTDB0_SX51.WAV.wav
data/clean/MTDB0_SI1401.WAV.wav,he holds that goodness and badness lie in feelings of approval or disapproval,data/noisy/MTDB0_SI1401.WAV.wav
data/clean/MTDB0_SX411.WAV.wav,butterscotch fudge goes well with vanilla ice cream,data/noisy/MTDB0_SX411.WAV.wav
data/clean/MTDB0_SI771.WAV.wav,faces may be made into candles by filling with melted wax and a wick,data/noisy/MTDB0_SI771.WAV.wav
data/clean/MTDB0_SX321.WAV.wav,the groundhog clearly saw his shadow but stayed out only a moment,data/noisy/MTDB0_SX321.WAV.wav
data/clean/MTDB0_SI2031.WAV.wav,whatever you tell him he will dive,data/noisy/MTDB0_SI2031.WAV.wav
data/clean/MTDB0_SA1.WAV.wav,she had your dark suit in greasy wash water all year,data/noisy/MTDB0_SA1.WAV.wav
data/clean/MTDB0_SX231.WAV.wav,i honor my mom,data/noisy/MTDB0_SX231.WAV.wav
data/clean/MTDB0_SA2.WAV.wav,don't ask me to carry an oily rag like that,data/noisy/MTDB0_SA2.WAV.wav
data/clean/MJEB0_SX386.WAV.wav,which church do the smiths worship in,data/noisy/MJEB0_SX386.WAV.wav
data/clean/MJEB0_SI1286.WAV.wav,blowers should be operated periodically on a regular schedule,data/noisy/MJEB0_SI1286.WAV.wav
data/clean/MJEB0_SX296.WAV.wav,the two artists exchanged autographs,data/noisy/MJEB0_SX296.WAV.wav
data/clean/MJEB0_SX26.WAV.wav,most young rise early every morning,data/noisy/MJEB0_SX26.WAV.wav
data/clean/MJEB0_SA1.WAV.wav,she had your dark suit in greasy wash water all year,data/noisy/MJEB0_SA1.WAV.wav
data/clean/MJEB0_SX206.WAV.wav,when peeling an orange it is hard not to spray juice,data/noisy/MJEB0_SX206.WAV.wav
data/clean/MJEB0_SX170.WAV.wav,the mayan neoclassic scholar disappeared while surveying ancient ruins,data/noisy/MJEB0_SX170.WAV.wav
data/clean/MJEB0_SI1916.WAV.wav,perhaps it was all a vividly conceived dream,data/noisy/MJEB0_SI1916.WAV.wav
data/clean/MJEB0_SA2.WAV.wav,don't ask me to carry an oily rag like that,data/noisy/MJEB0_SA2.WAV.wav
data/clean/MJEB0_SI656.WAV.wav,but this statement is completely unconvincing,data/noisy/MJEB0_SI656.WAV.wav
data/clean/MDPS0_SX89.WAV.wav,it's hard to tell an original from a forgery,data/noisy/MDPS0_SX89.WAV.wav
data/clean/MDPS0_SI1651.WAV.wav,she looked at me provocatively,data/noisy/MDPS0_SI1651.WAV.wav
data/clean/MDPS0_SI1979.WAV.wav,we were off the road gleaming barbed wire pulling taut,data/noisy/MDPS0_SI1979.WAV.wav
data/clean/MDPS0_SX269.WAV.wav,do atypical farmers grow oats,data/noisy/MDPS0_SX269.WAV.wav
data/clean/MDPS0_SX449.WAV.wav,ralph prepared red snapper with fresh lemon sauce for dinner,data/noisy/MDPS0_SX449.WAV.wav
data/clean/MDPS0_SA1.WAV.wav,she had your dark suit in greasy wash water all year,data/noisy/MDPS0_SA1.WAV.wav
data/clean/MDPS0_SI719.WAV.wav,industry interest in safety goes even farther,data/noisy/MDPS0_SI719.WAV.wav
data/clean/MDPS0_SX179.WAV.wav,we could barely see the fjords through the snow flurries,data/noisy/MDPS0_SX179.WAV.wav
data/clean/MDPS0_SX359.WAV.wav,the system may break down soon so save your files frequently,data/noisy/MDPS0_SX359.WAV.wav
data/clean/MDPS0_SA2.WAV.wav,don't ask me to carry an oily rag like that,data/noisy/MDPS0_SA2.WAV.wav
data/clean/MJAE0_SX174.WAV.wav,the haunted house was a hit due to outstanding audiovisual effects,data/noisy/MJAE0_SX174.WAV.wav
data/clean/MJAE0_SX354.WAV.wav,a lawyer was appointed to execute her will,data/noisy/MJAE0_SX354.WAV.wav
data/clean/MJAE0_SX444.WAV.wav,the toddler found a clamshell near the camp site,data/noisy/MJAE0_SX444.WAV.wav
data/clean/MJAE0_SI1524.WAV.wav,knows the score with a supreme effort he broke it off,data/noisy/MJAE0_SI1524.WAV.wav
data/clean/MJAE0_SI2154.WAV.wav,she must have put his clothes in the closet,data/noisy/MJAE0_SI2154.WAV.wav
data/clean/MJAE0_SA1.WAV.wav,she had your dark suit in greasy wash water all year,data/noisy/MJAE0_SA1.WAV.wav
data/clean/MJAE0_SI1999.WAV.wav,she asked smolderingly,data/noisy/MJAE0_SI1999.WAV.wav
data/clean/MJAE0_SX264.WAV.wav,we saw eight tiny icicles below our roof,data/noisy/MJAE0_SX264.WAV.wav
data/clean/MJAE0_SX84.WAV.wav,cooperation along with understanding alleviate dispute,data/noisy/MJAE0_SX84.WAV.wav
data/clean/MJAE0_SA2.WAV.wav,don't ask me to carry an oily rag like that,data/noisy/MJAE0_SA2.WAV.wav
data/clean/FCMM0_SX363.WAV.wav,the cow wandered from the farmland and became lost,data/noisy/FCMM0_SX363.WAV.wav
data/clean/FCMM0_SI1957.WAV.wav,clapping spurs to the bronc he set off at a sharp canter with growing alarm,data/noisy/FCMM0_SI1957.WAV.wav
data/clean/FCMM0_SI1083.WAV.wav,the system works as an impersonal mechanism,data/noisy/FCMM0_SI1083.WAV.wav
data/clean/FCMM0_SX93.WAV.wav,cut a small corner off each edge,data/noisy/FCMM0_SX93.WAV.wav
data/clean/FCMM0_SX273.WAV.wav,the angry boy answered but didn't look up,data/noisy/FCMM0_SX273.WAV.wav
data/clean/FCMM0_SX183.WAV.wav,why else would danny allow others to go,data/noisy/FCMM0_SX183.WAV.wav
data/clean/FCMM0_SI453.WAV.wav,everything went real smooth the sheriff said,data/noisy/FCMM0_SI453.WAV.wav
data/clean/FCMM0_SA1.WAV.wav,she had your dark suit in greasy wash water all year,data/noisy/FCMM0_SA1.WAV.wav
data/clean/FCMM0_SA2.WAV.wav,don't ask me to carry an oily rag like that,data/noisy/FCMM0_SA2.WAV.wav
data/clean/FCMM0_SX420.WAV.wav,seamstresses attach zippers with a thimble needle and thread,data/noisy/FCMM0_SX420.WAV.wav
data/clean/MARC0_SI1188.WAV.wav,maybe they will take us,data/noisy/MARC0_SI1188.WAV.wav
data/clean/MARC0_SI1818.WAV.wav,fuming helpless he watched them pass him,data/noisy/MARC0_SI1818.WAV.wav
data/clean/MARC0_SX198.WAV.wav,norwegian sweaters are made of lamb's wool,data/noisy/MARC0_SX198.WAV.wav
data/clean/MARC0_SX378.WAV.wav,i just saw jim near the new archeological museum,data/noisy/MARC0_SX378.WAV.wav
data/clean/MARC0_SX108.WAV.wav,his scalp was blistered from today's hot sun,data/noisy/MARC0_SX108.WAV.wav
data/clean/MARC0_SX18.WAV.wav,alimony harms a divorced man's wealth,data/noisy/MARC0_SX18.WAV.wav
data/clean/MARC0_SI558.WAV.wav,is a relaxed home atmosphere enough to help her outgrow these traits,data/noisy/MARC0_SI558.WAV.wav
data/clean/MARC0_SA1.WAV.wav,she had your dark suit in greasy wash water all year,data/noisy/MARC0_SA1.WAV.wav
data/clean/MARC0_SX288.WAV.wav,brush fires are common in the dry underbrush of nevada,data/noisy/MARC0_SX288.WAV.wav
data/clean/MARC0_SA2.WAV.wav,don't ask me to carry an oily rag like that,data/noisy/MARC0_SA2.WAV.wav
data/clean/MDLC2_SX174.WAV.wav,the haunted house was a hit due to outstanding audiovisual effects,data/noisy/MDLC2_SX174.WAV.wav
data/clean/MDLC2_SI1614.WAV.wav,this kid's froze bad,data/noisy/MDLC2_SI1614.WAV.wav
data/clean/MDLC2_SX354.WAV.wav,a lawyer was appointed to execute her will,data/noisy/MDLC2_SX354.WAV.wav
data/clean/MDLC2_SX444.WAV.wav,the toddler found a clamshell near the camp site,data/noisy/MDLC2_SX444.WAV.wav
data/clean/MDLC2_SI984.WAV.wav,since a fall or blow might have caused it a cold pack was usually first aid,data/noisy/MDLC2_SI984.WAV.wav
data/clean/MDLC2_SA1.WAV.wav,she had your dark suit in greasy wash water all year,data/noisy/MDLC2_SA1.WAV.wav
data/clean/MDLC2_SI2244.WAV.wav,nobody likes snakes,data/noisy/MDLC2_SI2244.WAV.wav
data/clean/MDLC2_SX264.WAV.wav,we saw eight tiny icicles below our roof,data/noisy/MDLC2_SX264.WAV.wav
data/clean/MDLC2_SX84.WAV.wav,cooperation along with understanding alleviate dispute,data/noisy/MDLC2_SX84.WAV.wav
data/clean/MDLC2_SA2.WAV.wav,don't ask me to carry an oily rag like that,data/noisy/MDLC2_SA2.WAV.wav
data/clean/MSAT0_SI2156.WAV.wav,his fingers felt absurdly thick and clumsy,data/noisy/MSAT0_SI2156.WAV.wav
data/clean/MSAT0_SI1526.WAV.wav,boy you're stirrin early a sleepy voice said,data/noisy/MSAT0_SI1526.WAV.wav
data/clean/MSAT0_SX446.WAV.wav,thomas thinks a larger clamp solves the problem,data/noisy/MSAT0_SX446.WAV.wav
data/clean/MSAT0_SI896.WAV.wav,it is well liked by the children and faculty,data/noisy/MSAT0_SI896.WAV.wav
data/clean/MSAT0_SX356.WAV.wav,diane may splurge and buy a turquoise necklace,data/noisy/MSAT0_SX356.WAV.wav
data/clean/MSAT0_SX176.WAV.wav,buying a thoroughbred horse requires intuition and expertise,data/noisy/MSAT0_SX176.WAV.wav
data/clean/MSAT0_SX266.WAV.wav,withdraw only as much money as you need,data/noisy/MSAT0_SX266.WAV.wav
data/clean/MSAT0_SA1.WAV.wav,she had your dark suit in greasy wash water all year,data/noisy/MSAT0_SA1.WAV.wav
data/clean/MSAT0_SX86.WAV.wav,hispanic costumes are quite colorful,data/noisy/MSAT0_SX86.WAV.wav
data/clean/MSAT0_SA2.WAV.wav,don't ask me to carry an oily rag like that,data/noisy/MSAT0_SA2.WAV.wav
data/clean/MMAG0_SI496.WAV.wav,they could walk ride on a bus or be driven,data/noisy/MMAG0_SI496.WAV.wav
data/clean/MMAG0_SX226.WAV.wav,steph could barely handle the psychological trauma,data/noisy/MMAG0_SX226.WAV.wav
data/clean/MMAG0_SX316.WAV.wav,that dog chases cats mercilessly,data/noisy/MMAG0_SX316.WAV.wav
data/clean/MMAG0_SI1126.WAV.wav,and let me add utopianism also,data/noisy/MMAG0_SI1126.WAV.wav
data/clean/MMAG0_SX136.WAV.wav,scientific progress comes from the development of new techniques,data/noisy/MMAG0_SX136.WAV.wav
data/clean/MMAG0_SA1.WAV.wav,she had your dark suit in greasy wash water all year,data/noisy/MMAG0_SA1.WAV.wav
data/clean/MMAG0_SX46.WAV.wav,that pickpocket was caught redhanded,data/noisy/MMAG0_SX46.WAV.wav
data/clean/MMAG0_SI1756.WAV.wav,meanwhile fishermen took advantage of them to pull up whoppers,data/noisy/MMAG0_SI1756.WAV.wav
data/clean/MMAG0_SA2.WAV.wav,don't ask me to carry an oily rag like that,data/noisy/MMAG0_SA2.WAV.wav
data/clean/MMAG0_SX406.WAV.wav,there was a gigantic wasp next to irving's big top hat,data/noisy/MMAG0_SX406.WAV.wav
data/clean/MTBC0_SX363.WAV.wav,the cow wandered from the farmland and became lost,data/noisy/MTBC0_SX363.WAV.wav
data/clean/MTBC0_SX93.WAV.wav,cut a small corner off each edge,data/noisy/MTBC0_SX93.WAV.wav
data/clean/MTBC0_SX273.WAV.wav,the angry boy answered but didn't look up,data/noisy/MTBC0_SX273.WAV.wav
data/clean/MTBC0_SX183.WAV.wav,why else would danny allow others to go,data/noisy/MTBC0_SX183.WAV.wav
data/clean/MTBC0_SI1803.WAV.wav,in fact nobody saw us cop or citizen,data/noisy/MTBC0_SI1803.WAV.wav
data/clean/MTBC0_SX347.WAV.wav,the patient and the surgeon are both recuperating from the lengthy operation,data/noisy/MTBC0_SX347.WAV.wav
data/clean/MTBC0_SA1.WAV.wav,she had your dark suit in greasy wash water all year,data/noisy/MTBC0_SA1.WAV.wav
data/clean/MTBC0_SI1173.WAV.wav,he brought her shawls,data/noisy/MTBC0_SI1173.WAV.wav
data/clean/MTBC0_SI543.WAV.wav,jokes cartoons and cynics to the contrary mothersinlaw make good friends,data/noisy/MTBC0_SI543.WAV.wav
data/clean/MTBC0_SA2.WAV.wav,don't ask me to carry an oily rag like that,data/noisy/MTBC0_SA2.WAV.wav
data/clean/FLMC0_SI1372.WAV.wav,roleplaying used for analysis follows these general steps leading to training,data/noisy/FLMC0_SI1372.WAV.wav
data/clean/FLMC0_SX336.WAV.wav,rob made hungarian goulash for dinner and gooseberry pie for dessert,data/noisy/FLMC0_SX336.WAV.wav
data/clean/FLMC0_SI2002.WAV.wav,they'll roll off in another day,data/noisy/FLMC0_SI2002.WAV.wav
data/clean/FLMC0_SI742.WAV.wav,summertime supper outside is a natural,data/noisy/FLMC0_SI742.WAV.wav
data/clean/FLMC0_SX22.WAV.wav,when all else fails use force,data/noisy/FLMC0_SX22.WAV.wav
data/clean/FLMC0_SX292.WAV.wav,these exclusive documents must be locked up at all times,data/noisy/FLMC0_SX292.WAV.wav
data/clean/FLMC0_SA1.WAV.wav,she had your dark suit in greasy wash water all year,data/noisy/FLMC0_SA1.WAV.wav
data/clean/FLMC0_SX112.WAV.wav,tugboats are capable of hauling huge loads,data/noisy/FLMC0_SX112.WAV.wav
data/clean/FLMC0_SX382.WAV.wav,george is paranoid about a future gas shortage,data/noisy/FLMC0_SX382.WAV.wav
data/clean/FLMC0_SA2.WAV.wav,don't ask me to carry an oily rag like that,data/noisy/FLMC0_SA2.WAV.wav
data/clean/MMGK0_SX152.WAV.wav,mosquitoes exist in warm humid climates,data/noisy/MMGK0_SX152.WAV.wav
data/clean/MMGK0_SI692.WAV.wav,why said the teacher art thou so late,data/noisy/MMGK0_SI692.WAV.wav
data/clean/MMGK0_SX422.WAV.wav,once you finish greasing your chain be sure to wash thoroughly,data/noisy/MMGK0_SX422.WAV.wav
data/clean/MMGK0_SA1.WAV.wav,she had your dark suit in greasy wash water all year,data/noisy/MMGK0_SA1.WAV.wav
data/clean/MMGK0_SX62.WAV.wav,any contributions will be greatly appreciated,data/noisy/MMGK0_SX62.WAV.wav
data/clean/MMGK0_SI1952.WAV.wav,we're going someplace,data/noisy/MMGK0_SI1952.WAV.wav
data/clean/MMGK0_SI1322.WAV.wav,this may be of overriding importance in considering military objectives,data/noisy/MMGK0_SI1322.WAV.wav
data/clean/MMGK0_SX242.WAV.wav,may i order a strawberry sundae after i eat dinner,data/noisy/MMGK0_SX242.WAV.wav
data/clean/MMGK0_SA2.WAV.wav,don't ask me to carry an oily rag like that,data/noisy/MMGK0_SA2.WAV.wav
data/clean/MMGK0_SX332.WAV.wav,todd placed top priority on getting his bike fixed,data/noisy/MMGK0_SX332.WAV.wav
data/clean/MRFK0_SI1076.WAV.wav,tiny bodies dropped onto a dry leaf made a pile as big as a small apple,data/noisy/MRFK0_SI1076.WAV.wav
data/clean/MRFK0_SI1706.WAV.wav,they'll tell you what's cooking,data/noisy/MRFK0_SI1706.WAV.wav
data/clean/MRFK0_SX446.WAV.wav,thomas thinks a larger clamp solves the problem,data/noisy/MRFK0_SX446.WAV.wav
data/clean/MRFK0_SX356.WAV.wav,diane may splurge and buy a turquoise necklace,data/noisy/MRFK0_SX356.WAV.wav
data/clean/MRFK0_SX176.WAV.wav,buying a thoroughbred horse requires intuition and expertise,data/noisy/MRFK0_SX176.WAV.wav
data/clean/MRFK0_SX266.WAV.wav,withdraw only as much money as you need,data/noisy/MRFK0_SX266.WAV.wav
data/clean/MRFK0_SA1.WAV.wav,she had your dark suit in greasy wash water all year,data/noisy/MRFK0_SA1.WAV.wav
data/clean/MRFK0_SX86.WAV.wav,hispanic costumes are quite colorful,data/noisy/MRFK0_SX86.WAV.wav
data/clean/MRFK0_SA2.WAV.wav,don't ask me to carry an oily rag like that,data/noisy/MRFK0_SA2.WAV.wav
data/clean/MRFK0_SI2336.WAV.wav,well there are other things to do right now,data/noisy/MRFK0_SI2336.WAV.wav
data/clean/MRJM0_SX58.WAV.wav,we experience distress and frustration obtaining our degrees,data/noisy/MRJM0_SX58.WAV.wav
data/clean/MRJM0_SX148.WAV.wav,most precincts had a third of the votes counted,data/noisy/MRJM0_SX148.WAV.wav
data/clean/MRJM0_SX418.WAV.wav,iris thinks this zoo has eleven spanish zebras,data/noisy/MRJM0_SX418.WAV.wav
data/clean/MRJM0_SI1095.WAV.wav,they find deep pessimism in them,data/noisy/MRJM0_SI1095.WAV.wav
data/clean/MRJM0_SX328.WAV.wav,gregory and tom chose to watch cartoons in the afternoon,data/noisy/MRJM0_SX328.WAV.wav
data/clean/MRJM0_SA1.WAV.wav,she had your dark suit in greasy wash water all year,data/noisy/MRJM0_SA1.WAV.wav
data/clean/MRJM0_SI1858.WAV.wav,she drank greedily and murmured thank you as he lowered her head,data/noisy/MRJM0_SI1858.WAV.wav
data/clean/MRJM0_SI1228.WAV.wav,tragedy presumes such a configuration,data/noisy/MRJM0_SI1228.WAV.wav
data/clean/MRJM0_SA2.WAV.wav,don't ask me to carry an oily rag like that,data/noisy/MRJM0_SA2.WAV.wav
data/clean/MRJM0_SX238.WAV.wav,a doctor was in the ambulance with the patient,data/noisy/MRJM0_SX238.WAV.wav
data/clean/FEAC0_SX435.WAV.wav,the rich should invest in black zircons instead of stylish shoes,data/noisy/FEAC0_SX435.WAV.wav
data/clean/FEAC0_SX345.WAV.wav,trish saw hours and hours of movies saturday,data/noisy/FEAC0_SX345.WAV.wav
data/clean/FEAC0_SX75.WAV.wav,fill that canteen with fresh spring water,data/noisy/FEAC0_SX75.WAV.wav
data/clean/FEAC0_SX165.WAV.wav,the easygoing zoologist relaxed throughout the voyage,data/noisy/FEAC0_SX165.WAV.wav
data/clean/FEAC0_SX255.WAV.wav,my ideal morning begins with hot coffee,data/noisy/FEAC0_SX255.WAV.wav
data/clean/FEAC0_SI1245.WAV.wav,object  a village crossroads,data/noisy/FEAC0_SI1245.WAV.wav
data/clean/FEAC0_SI615.WAV.wav,her debut over perhaps the earlier scenes will emerge equally fine,data/noisy/FEAC0_SI615.WAV.wav
data/clean/FEAC0_SI1875.WAV.wav,they were tethered army style on stable lines,data/noisy/FEAC0_SI1875.WAV.wav
data/clean/FEAC0_SA1.WAV.wav,she had your dark suit in greasy wash water all year,data/noisy/FEAC0_SA1.WAV.wav
data/clean/FEAC0_SA2.WAV.wav,don't ask me to carry an oily rag like that,data/noisy/FEAC0_SA2.WAV.wav
data/clean/MPPC0_SI1412.WAV.wav,and the surface is driven back in its very surfaceness only by this contrast,data/noisy/MPPC0_SI1412.WAV.wav
data/clean/MPPC0_SI782.WAV.wav,the decking is quarterinch mahogany marine plywood,data/noisy/MPPC0_SI782.WAV.wav
data/clean/MPPC0_SX152.WAV.wav,mosquitoes exist in warm humid climates,data/noisy/MPPC0_SX152.WAV.wav
data/clean/MPPC0_SI2042.WAV.wav,you came well equipped to die,data/noisy/MPPC0_SI2042.WAV.wav
data/clean/MPPC0_SX422.WAV.wav,once you finish greasing your chain be sure to wash thoroughly,data/noisy/MPPC0_SX422.WAV.wav
data/clean/MPPC0_SA1.WAV.wav,she had your dark suit in greasy wash water all year,data/noisy/MPPC0_SA1.WAV.wav
data/clean/MPPC0_SX62.WAV.wav,any contributions will be greatly appreciated,data/noisy/MPPC0_SX62.WAV.wav
data/clean/MPPC0_SX242.WAV.wav,may i order a strawberry sundae after i eat dinner,data/noisy/MPPC0_SX242.WAV.wav
data/clean/MPPC0_SA2.WAV.wav,don't ask me to carry an oily rag like that,data/noisy/MPPC0_SA2.WAV.wav
